frequency;V(/Sc1-) (phase);V(/Sc1-) (gain);V(/Sc2-) (phase);V(/Sc2-) (gain);
26607.3;-7.74834;-13.9661;-9.08695;-0.0272054;
27384.2;-7.97499;-13.9664;-9.35207;-0.0288389;
28183.8;-8.20829;-13.9668;-9.62491;-0.0305692;
29006.8;-8.44844;-13.9672;-9.9057;-0.0324021;
29853.8;-8.69565;-13.9676;-10.1947;-0.0343436;
30725.6;-8.95013;-13.968;-10.492;-0.0364002;
31622.8;-9.21208;-13.9684;-10.7981;-0.0385787;
32546.2;-9.48174;-13.9689;-11.113;-0.0408864;
33496.5;-9.75934;-13.9694;-11.4371;-0.0433311;
34474.7;-10.0451;-13.97;-11.7707;-0.0459208;
35481.3;-10.3393;-13.9706;-12.1139;-0.0486641;
36517.4;-10.6421;-13.9712;-12.4671;-0.0515703;
37583.7;-10.9539;-13.9718;-12.8306;-0.0546491;
38681.2;-11.2749;-13.9725;-13.2046;-0.0579106;
39810.7;-11.6054;-13.9733;-13.5895;-0.061366;
40973.2;-11.9456;-13.974;-13.9856;-0.0650266;
42169.7;-12.2958;-13.9749;-14.3932;-0.0689049;
43401;-12.6565;-13.9758;-14.8127;-0.0730137;
44668.4;-13.0278;-13.9767;-15.2443;-0.0773668;
45972.7;-13.4101;-13.9777;-15.6884;-0.081979;
47315.1;-13.8037;-13.9788;-16.1454;-0.0868656;
48696.8;-14.209;-13.9799;-16.6156;-0.0920431;
50118.7;-14.6263;-13.9811;-17.0995;-0.0975289;
51582.2;-15.0561;-13.9824;-17.5973;-0.103341;
53088.4;-15.4986;-13.9838;-18.1096;-0.1095;
54638.7;-15.9543;-13.9853;-18.6367;-0.116026;
56234.1;-16.4236;-13.9868;-19.179;-0.122941;
57876.2;-16.9069;-13.9885;-19.7369;-0.130269;
59566.2;-17.4047;-13.9903;-20.311;-0.138034;
61305.6;-17.9173;-13.9921;-20.9016;-0.146262;
63095.7;-18.4453;-13.9942;-21.5092;-0.154981;
64938.2;-18.9892;-13.9963;-22.1343;-0.16422;
66834.4;-19.5493;-13.9986;-22.7774;-0.174012;
68786;-20.1264;-14.0011;-23.4389;-0.184388;
70794.6;-20.7208;-14.0038;-24.1194;-0.195385;
72861.8;-21.3332;-14.0066;-24.8194;-0.207038;
74989.4;-21.9641;-14.0096;-25.5394;-0.219388;
77179.2;-22.6141;-14.0129;-26.28;-0.232476;
79432.8;-23.2838;-14.0164;-27.0417;-0.246346;
81752.3;-23.9739;-14.0201;-27.8251;-0.261046;
84139.5;-24.685;-14.0241;-28.6307;-0.276624;
86596.4;-25.4178;-14.0284;-29.4592;-0.293133;
89125.1;-26.173;-14.0331;-30.3112;-0.310628;
91727.6;-26.9514;-14.038;-31.1872;-0.329169;
94406.1;-27.7537;-14.0434;-32.0879;-0.348818;
97162.8;-28.5806;-14.0492;-33.0139;-0.369639;
100000;-29.4331;-14.0554;-33.9658;-0.391703;
102920;-30.312;-14.0621;-34.9444;-0.415083;
105925;-31.2181;-14.0693;-35.9502;-0.439857;
109018;-32.1523;-14.0771;-36.9839;-0.466107;
112202;-33.1156;-14.0855;-38.0461;-0.493919;
115478;-34.109;-14.0947;-39.1376;-0.523385;
118850;-35.1334;-14.1045;-40.2591;-0.554601;
122321;-36.19;-14.1152;-41.4112;-0.587668;
125893;-37.2797;-14.1267;-42.5945;-0.622695;
129569;-38.4037;-14.1393;-43.8098;-0.659792;
133352;-39.5632;-14.1529;-45.0577;-0.69908;
137246;-40.7592;-14.1676;-46.339;-0.740682;
141254;-41.9931;-14.1836;-47.6542;-0.784729;
145378;-43.266;-14.201;-49.004;-0.83136;
149624;-44.5792;-14.2199;-50.3891;-0.880717;
153993;-45.934;-14.2405;-51.81;-0.932951;
158489;-47.3317;-14.2629;-53.2675;-0.98822;
163117;-48.7737;-14.2873;-54.762;-1.04669;
167880;-50.2612;-14.3138;-56.2941;-1.10853;
172783;-51.7957;-14.3427;-57.8643;-1.17392;
177828;-53.3785;-14.3742;-59.4731;-1.24304;
183021;-55.0109;-14.4086;-61.1209;-1.3161;
188365;-56.6942;-14.446;-62.8082;-1.39328;
193865;-58.4298;-14.4869;-64.5353;-1.47479;
199526;-60.2188;-14.5314;-66.3025;-1.56084;
205353;-62.0624;-14.5799;-68.1099;-1.65166;
211349;-63.9617;-14.6327;-69.9579;-1.74746;
217520;-65.9178;-14.6903;-71.8463;-1.84847;
223872;-67.9314;-14.7531;-73.7753;-1.95493;
230409;-70.0033;-14.8214;-75.7448;-2.06705;
237137;-72.1339;-14.8957;-77.7546;-2.18509;
244062;-74.3238;-14.9764;-79.8045;-2.30928;
251189;-76.5729;-15.0641;-81.8941;-2.43985;
258523;-78.8811;-15.1593;-84.0229;-2.57704;
266073;-81.2481;-15.2624;-86.1905;-2.72108;
273842;-83.6731;-15.3741;-88.3961;-2.8722;
281838;-86.1551;-15.4947;-90.6391;-3.03061;
290068;-88.6926;-15.6249;-92.9185;-3.19653;
298538;-91.284;-15.7652;-95.2334;-3.37016;
307256;-93.9272;-15.916;-97.5827;-3.55169;
316228;-96.6196;-16.0779;-99.9654;-3.74131;
325462;-99.3586;-16.2512;-102.38;-3.93917;
334965;-102.141;-16.4364;-104.826;-4.14541;
344747;-104.963;-16.6339;-107.3;-4.36018;
354813;-107.822;-16.8438;-109.803;-4.58357;
365174;-110.712;-17.0666;-112.333;-4.81568;
375837;-113.631;-17.3023;-114.887;-5.05657;
386812;-116.574;-17.551;-117.465;-5.30629;
398107;-119.537;-17.8128;-120.064;-5.56486;
409732;-122.515;-18.0876;-122.684;-5.83227;
421697;-125.504;-18.3754;-125.323;-6.1085;
434010;-128.501;-18.6758;-127.98;-6.39351;
446684;-131.501;-18.9886;-130.652;-6.68722;
459727;-134.501;-19.3136;-133.339;-6.98953;
473151;-137.498;-19.6504;-136.04;-7.30034;
486968;-140.489;-19.9985;-138.753;-7.61951;
501187;-143.471;-20.3574;-141.477;-7.94689;
515822;-146.442;-20.7267;-144.211;-8.28231;
530884;-149.401;-21.1058;-146.955;-8.62559;
546387;-152.346;-21.4943;-149.708;-8.97652;
562341;-155.276;-21.8914;-152.469;-9.33489;
578762;-158.19;-22.2968;-155.238;-9.70048;
595662;-161.089;-22.7099;-158.014;-10.0731;
613056;-163.973;-23.13;-160.798;-10.4524;
630957;-166.841;-23.5567;-163.59;-10.8382;
649382;-169.695;-23.9894;-166.389;-11.2304;
668344;-172.536;-24.4276;-169.197;-11.6285;
687860;-175.365;-24.8709;-172.013;-12.0323;
707946;-178.183;-25.3188;-174.838;-12.4417;
728618;179.007;-25.7708;-177.674;-12.8564;
749894;176.204;-26.2265;179.479;-13.276;
771792;173.405;-26.6854;176.62;-13.7004;
794328;170.609;-27.1473;173.747;-14.1294;
817523;167.812;-27.6116;170.858;-14.5626;
841395;165.012;-28.0782;167.953;-14.9999;
865964;162.207;-28.5466;165.03;-15.441;
891251;159.393;-29.0165;162.086;-15.8858;
917276;156.567;-29.4876;159.119;-16.334;
944061;153.726;-29.9596;156.127;-16.7856;
971628;150.866;-30.4324;153.107;-17.2402;
1e+06;147.983;-30.9055;150.057;-17.6977;
1.0292e+06;145.074;-31.3789;146.973;-18.1581;
1.05925e+06;142.134;-31.8523;143.853;-18.6213;
1.09018e+06;139.159;-32.3255;140.693;-19.0871;
1.12202e+06;136.144;-32.7984;137.489;-19.5555;
1.15478e+06;133.084;-33.2709;134.238;-20.0266;
1.1885e+06;129.973;-33.743;130.935;-20.5004;
1.22321e+06;126.805;-34.2146;127.577;-20.9771;
1.25893e+06;123.575;-34.6857;124.158;-21.4568;
1.29569e+06;120.276;-35.1566;120.674;-21.9397;
1.33352e+06;116.899;-35.6275;117.12;-22.4263;
1.37246e+06;113.439;-36.0988;113.491;-22.917;
1.41254e+06;109.886;-36.5709;109.781;-23.4123;
1.45378e+06;106.233;-37.0445;105.987;-23.9131;
1.49624e+06;102.471;-37.5205;102.102;-24.4201;
1.53993e+06;98.592;-38;98.1228;-24.9344;
1.58489e+06;94.5867;-38.4844;94.045;-25.4572;
1.63117e+06;90.4474;-38.9753;89.8653;-25.9898;
1.6788e+06;86.1669;-39.4747;85.5816;-26.5338;
1.72783e+06;81.7394;-39.9851;81.193;-27.0909;
1.77828e+06;77.1609;-40.5089;76.7002;-27.663;
1.83021e+06;72.4302;-41.0494;72.1059;-28.252;
1.88365e+06;67.5492;-41.6097;67.4153;-28.86;
1.93865e+06;62.5242;-42.1933;62.6357;-29.4889;
1.99526e+06;57.366;-42.8037;57.7774;-30.1408;
2.05353e+06;52.0904;-43.4444;52.8532;-30.8175;
2.11349e+06;46.7186;-44.1183;47.8784;-31.5203;
2.1752e+06;41.2764;-44.8281;42.8704;-32.2505;
2.23872e+06;35.7936;-45.5755;37.8483;-33.0087;
2.30409e+06;30.3025;-46.3613;32.8322;-33.7952;
2.37137e+06;24.8364;-47.1855;27.8422;-34.6097;
2.44062e+06;19.428;-48.0469;22.898;-35.4514;
2.51189e+06;14.1073;-48.9436;18.0179;-36.3189;
2.58523e+06;8.90043;-49.8726;13.2186;-37.2106;
2.66073e+06;3.82906;-50.8308;8.51394;-38.1245;
2.73842e+06;-1.09057;-51.8143;3.91548;-39.0583;
2.81838e+06;-5.84733;-52.8193;-0.568108;-40.0097;
2.90068e+06;-10.435;-53.8421;-4.9308;-40.9764;
2.98538e+06;-14.8514;-54.8791;-9.1691;-41.9559;
3.07256e+06;-19.0981;-55.9269;-13.2817;-42.9461;
3.16228e+06;-23.1793;-56.9826;-17.2692;-43.9449;
3.25462e+06;-27.1013;-58.0436;-21.1339;-44.9503;
3.34965e+06;-30.8717;-59.1078;-24.8791;-45.9607;
3.44747e+06;-34.499;-60.1732;-28.5091;-46.9747;
3.54813e+06;-37.9923;-61.2385;-32.029;-47.9909;
3.65174e+06;-41.3604;-62.3023;-35.444;-49.0084;
3.75837e+06;-44.6124;-63.3639;-38.7598;-50.0262;
3.86812e+06;-47.7568;-64.4226;-41.9818;-51.0438;
3.98107e+06;-50.8015;-65.4779;-45.1155;-52.0605;
4.09732e+06;-53.754;-66.5295;-48.1661;-53.0762;
4.21697e+06;-56.6211;-67.5773;-51.1382;-54.0904;
4.3401e+06;-59.4088;-68.6214;-54.0363;-55.1031;
4.46684e+06;-62.1223;-69.6619;-56.8642;-56.1144;
4.59727e+06;-64.7663;-70.6989;-59.6253;-57.1243;
4.73151e+06;-67.3444;-71.7327;-62.3224;-58.1329;
4.86968e+06;-69.8598;-72.7637;-64.9576;-59.1404;
5.01187e+06;-72.3146;-73.7922;-67.5326;-60.147;
5.15822e+06;-74.7107;-74.8185;-70.0483;-61.1529;
5.30884e+06;-77.0488;-75.8429;-72.5054;-62.1584;
5.46387e+06;-79.3295;-76.8658;-74.9037;-63.1637;
5.62341e+06;-81.5524;-77.8873;-77.2428;-64.1688;
5.78762e+06;-83.7171;-78.9078;-79.5219;-65.174;
5.95662e+06;-85.8227;-79.9274;-81.7398;-66.1794;
6.13056e+06;-87.8678;-80.946;-83.8952;-67.1848;
6.30957e+06;-89.8513;-81.9638;-85.9867;-68.1902;
6.49382e+06;-91.7716;-82.9807;-88.0128;-69.1956;
6.68344e+06;-93.6277;-83.9965;-89.9722;-70.2006;
6.8786e+06;-95.4183;-85.0109;-91.8637;-71.205;
7.07946e+06;-97.1425;-86.0238;-93.6865;-72.2084;
7.28618e+06;-98.8;-87.0347;-95.44;-73.2105;
7.49894e+06;-100.391;-88.0432;-97.1242;-74.2109;
7.71792e+06;-101.915;-89.049;-98.7396;-75.209;
7.94328e+06;-103.373;-90.0516;-100.287;-76.2044;
8.17523e+06;-104.767;-91.0506;-101.767;-77.1966;
8.41395e+06;-106.099;-92.0455;-103.183;-78.1852;
8.65964e+06;-107.37;-93.0359;-104.536;-79.1696;
8.91251e+06;-108.583;-94.0214;-105.829;-80.1496;
9.17276e+06;-109.742;-95.0017;-107.066;-81.1247;
9.44061e+06;-110.85;-95.9765;-108.249;-82.0946;
9.71628e+06;-111.91;-96.9456;-109.382;-83.059;
1e+07;-112.925;-97.9086;-110.469;-84.0178;
