frequency,V(/Sc1-) (phase),V(/Sc1-) (gain),V(/Sc2-) (phase),V(/Sc2-) (gain),Column1,,,,
45.9727,-0.0135805,-0.085328798,-0.0160472,0.000723038,-0.001854906,,288.8549932,-0.000237024,-8.20049E-07
47.3151,-0.0139768,-0.087818824,-0.0165153,0.000722584,-0.001854442,,297.2895411,-0.000243941,-8.19844E-07
48.6968,-0.0143846,-0.090381107,-0.016997,0.000722104,-0.001854598,,305.9710183,-0.000251059,-8.19912E-07
50.1187,-0.0148043,-0.09301816,-0.0174928,0.000721597,-0.001854688,,314.9050795,-0.000258384,-8.19952E-07
51.5822,-0.0152363,-0.095732496,-0.018003,0.000721062,-0.001854253,,324.1005212,-0.000265924,-8.1976E-07
53.0884,-0.0156808,-0.098525372,-0.0185281,0.000720496,-0.001854194,,333.5642549,-0.000273682,-8.19734E-07
54.6387,-0.0161383,-0.101399929,-0.0190684,0.0007199,-0.001854158,,343.305077,-0.000281666,-8.19718E-07
56.2341,-0.0166091,-0.104358053,-0.0196244,0.00071927,-0.001853848,,353.3292709,-0.000289883,-8.19581E-07
57.8762,-0.0170936,-0.107402256,-0.0201967,0.000718605,-0.001853726,,363.6468895,-0.00029834,-8.19527E-07
59.5662,-0.0175922,-0.110535053,-0.0207855,0.000717904,-0.001853457,,374.2654726,-0.000307042,-8.19408E-07
61.3056,-0.0181053,-0.113758955,-0.0213915,0.000717165,-0.001853261,,385.1944452,-0.000315997,-8.19321E-07
63.0957,-0.0186333,-0.117076477,-0.0220151,0.000716385,-0.001853071,,396.4419752,-0.000325212,-8.19237E-07
64.9382,-0.0191767,-0.12049076,-0.0226568,0.000715563,-0.001853278,,408.0187441,-0.000334697,-8.19329E-07
66.8344,-0.019736,-0.124004945,-0.0233171,0.000714697,-0.001852503,,419.9329201,-0.000344458,-8.18986E-07
68.786,-0.0203114,-0.12762029,-0.0239966,0.000713784,-0.001852798,,432.1951845,-0.000354501,-8.19117E-07
70.7946,-0.0209037,-0.131341821,-0.0246959,0.000712822,-0.001852251,,444.8155905,-0.000364838,-8.18875E-07
72.8618,-0.0215131,-0.135170794,-0.0254154,0.00071181,-0.001852234,,457.8041912,-0.000375474,-8.18867E-07
74.9894,-0.0221403,-0.139111608,-0.0261558,0.000710744,-0.001851844,,471.1722963,-0.000386421,-8.18695E-07
77.1792,-0.0227857,-0.143166775,-0.0269177,0.000709622,-0.001851555,,484.9312155,-0.000397685,-8.18567E-07
79.4328,-0.0234498,-0.147339439,-0.0277017,0.000708443,-0.001851501,,499.0910019,-0.000409276,-8.18543E-07
81.7523,-0.0241333,-0.151633996,-0.0285085,0.000707202,-0.001850844,,513.6648502,-0.000421206,-8.18253E-07
84.1395,-0.0248365,-0.156052332,-0.0293386,0.000705898,-0.001851019,,528.6640702,-0.000433479,-8.1833E-07
86.5964,-0.0255603,-0.160600101,-0.0301927,0.000704528,-0.001850393,,544.1012281,-0.000446111,-8.18053E-07
89.1251,-0.026305,-0.16527919,-0.0310716,0.00070309,-0.001850069,,559.9895188,-0.000459109,-8.1791E-07
91.7276,-0.0270713,-0.170093994,-0.0319759,0.000701579,-0.001849886,,576.3415086,-0.000472483,-8.17829E-07
94.4061,-0.0278599,-0.175048914,-0.0329064,0.000699995,-0.001849377,,593.1710204,-0.000486247,-8.17604E-07
97.1628,-0.0286713,-0.180147091,-0.0338638,0.000698334,-0.001849168,,610.4918774,-0.000500409,-8.17512E-07
100,-0.0295063,-0.185393551,-0.0348489,0.000696592,-0.001848806,,628.3185307,-0.000514982,-8.17352E-07
102.92,-0.0303655,-0.190792063,-0.0358625,0.000694768,-0.001848574,,646.6654318,-0.000529978,-8.17249E-07
105.925,-0.0312496,-0.196347028,-0.0369054,0.000692859,-0.001847984,,665.5464037,-0.000545408,-8.16988E-07
109.018,-0.0321593,-0.202062841,-0.0379784,0.000690862,-0.001847067,,684.9802958,-0.000561286,-8.16583E-07
112.202,-0.0330953,-0.207943903,-0.0390823,0.000688773,-0.001847364,,704.9859578,-0.000577622,-8.16714E-07
115.478,-0.0340585,-0.213995867,-0.0402181,0.000686591,-0.001846571,,725.5696729,-0.000594433,-8.16364E-07
118.85,-0.0350495,-0.220222503,-0.0413867,0.000684313,-0.001845855,,746.7565738,-0.000611729,-8.16047E-07
122.321,-0.0360692,-0.226629467,-0.042589,0.000681936,-0.00184573,,768.56551,-0.000629526,-8.15992E-07
125.893,-0.0371185,-0.233222414,-0.0438259,0.000679458,-0.001845301,,791.0090479,-0.00064784,-8.15802E-07
129.569,-0.0381981,-0.240005741,-0.0450985,0.000676876,-0.001844928,,814.1060371,-0.000666683,-8.15637E-07
133.352,-0.0393089,-0.246985103,-0.0464077,0.000674189,-0.001844133,,837.8753271,-0.00068607,-8.15286E-07
137.246,-0.0404518,-0.254166155,-0.0477546,0.000671395,-0.001843413,,862.3420507,-0.000706017,-8.14967E-07
141.254,-0.0416277,-0.261554553,-0.0491403,0.000668492,-0.001843515,,887.5250574,-0.00072654,-8.15012E-07
145.378,-0.0428377,-0.269157207,-0.0505659,0.000665479,-0.001842042,,913.4369136,-0.000747659,-8.14361E-07
149.624,-0.0440825,-0.276978516,-0.0520324,0.000662354,-0.001842099,,940.1153184,-0.000769385,-8.14387E-07
153.993,-0.0453634,-0.285026648,-0.0535411,0.000659116,-0.001841633,,967.566555,-0.000791741,-8.14181E-07
158.489,-0.0466812,-0.29330663,-0.0550932,0.000655766,-0.001840832,,995.8157561,-0.000814741,-8.13826E-07
163.117,-0.0480371,-0.301826001,-0.0566899,0.000652301,-0.001840236,,1024.894338,-0.000838406,-8.13563E-07
167.88,-0.0494321,-0.310591044,-0.0583325,0.000648724,-0.001839334,,1054.821149,-0.000862753,-8.13164E-07
172.783,-0.0508674,-0.3196093,-0.0600222,0.000645033,-0.001839124,,1085.627607,-0.000887804,-8.13071E-07
177.828,-0.0523441,-0.32888768,-0.0617605,0.000641231,-0.001838373,,1117.326277,-0.000913577,-8.12739E-07
183.021,-0.0538635,-0.338434352,-0.0635487,0.000637318,-0.001837926,,1149.954858,-0.000940095,-8.12542E-07
188.365,-0.0554267,-0.348256227,-0.0653882,0.000633295,-0.001837203,,1183.5322,-0.000967378,-8.12222E-07
193.865,-0.0570349,-0.358360846,-0.0672805,0.000629166,-0.001836564,,1218.08972,-0.000995447,-8.11939E-07
199.526,-0.0586896,-0.368757632,-0.0692272,0.000624932,-0.001835786,,1253.658832,-0.001024327,-8.11595E-07
205.353,-0.0603921,-0.379454755,-0.0712298,0.000620598,-0.001835495,,1290.270952,-0.001054041,-8.11467E-07
211.349,-0.0621437,-0.390460383,-0.0732899,0.000616165,-0.001834861,,1327.944931,-0.001084612,-8.11187E-07
217.52,-0.0639458,-0.401783311,-0.0754092,0.000611638,-0.001834112,,1366.718468,-0.001116065,-8.10856E-07
223.872,-0.0658,-0.413433593,-0.0775893,0.000607022,-0.001833533,,1406.629261,-0.001148427,-8.10599E-07
230.409,-0.0677076,-0.425419398,-0.0798321,0.000602321,-0.001833032,,1447.702443,-0.001181721,-8.10378E-07
237.137,-0.0696704,-0.437752034,-0.0821393,0.00059754,-0.001832331,,1489.975714,-0.001215978,-8.10068E-07
244.062,-0.0716899,-0.450440926,-0.0845129,0.000592686,-0.001831795,,1533.486772,-0.001251225,-8.09831E-07
251.189,-0.0737677,-0.463496129,-0.0869547,0.000587763,-0.001831496,,1578.267034,-0.001287489,-8.09699E-07
258.523,-0.0759055,-0.476928322,-0.0894668,0.000582779,-0.001830612,,1624.347915,-0.001324801,-8.09308E-07
266.073,-0.0781052,-0.490749445,-0.0920512,0.00057774,-0.001830365,,1671.785964,-0.001363193,-8.09199E-07
273.842,-0.0803684,-0.50496955,-0.09471,0.000572652,-0.00182995,,1720.600031,-0.001402693,-8.09016E-07
281.838,-0.0826972,-0.519601832,-0.0974455,0.000567523,-0.0018293,,1770.840381,-0.001443338,-8.08728E-07
290.068,-0.0850933,-0.534656972,-0.10026,0.00056236,-0.001828948,,1822.550996,-0.001485158,-8.08573E-07
298.538,-0.0875588,-0.550148166,-0.103155,0.00055717,-0.00182838,,1875.769575,-0.001528189,-8.08321E-07
307.256,-0.0900957,-0.566087978,-0.106134,0.00055196,-0.00182809,,1930.546385,-0.001572467,-8.08193E-07
316.228,-0.0927061,-0.582489605,-0.109199,0.000546738,-0.001827731,,1986.919123,-0.001618027,-8.08034E-07
325.462,-0.0953922,-0.599366869,-0.112353,0.000541511,-0.001827499,,2044.938056,-0.001664908,-8.07932E-07
334.965,-0.0981562,-0.616733594,-0.115598,0.000536286,-0.001826633,,2104.647166,-0.001713149,-8.07549E-07
344.747,-0.101,-0.634601716,-0.118937,0.00053107,-0.00182703,,2166.109285,-0.001762783,-8.07725E-07
354.813,-0.103927,-0.652992599,-0.122372,0.000525869,-0.001826557,,2229.355828,-0.001813868,-8.07515E-07
365.174,-0.106939,-0.671917554,-0.125907,0.000520691,-0.001826089,,2294.455911,-0.001866438,-8.07309E-07
375.837,-0.110038,-0.691389145,-0.129545,0.000515542,-0.001826274,,2361.453516,-0.001920525,-8.07391E-07
386.812,-0.113228,-0.711432506,-0.133288,0.000510426,-0.001825712,,2430.411475,-0.001976201,-8.07142E-07
398.107,-0.11651,-0.73205392,-0.13714,0.000505351,-0.001825232,,2501.380053,-0.002033483,-8.0693E-07
409.732,-0.119887,-0.753272237,-0.141103,0.00050032,-0.001825353,,2574.422082,-0.002092423,-8.06983E-07
421.697,-0.123363,-0.775112589,-0.145182,0.000495339,-0.001825303,,2649.600394,-0.002153091,-8.06961E-07
434.01,-0.12694,-0.797587543,-0.14938,0.000490411,-0.001825366,,2726.965255,-0.002215521,-8.06989E-07
446.684,-0.130622,-0.820722231,-0.153699,0.00048554,-0.001825269,,2806.598346,-0.002279784,-8.06946E-07
459.727,-0.134411,-0.84452922,-0.158145,0.00048073,-0.001824951,,2888.549932,-0.002345915,-8.06805E-07
473.151,-0.13831,-0.86902736,-0.16272,0.000475982,-0.001824884,,2972.895411,-0.002413965,-8.06776E-07
486.968,-0.142323,-0.894241782,-0.167428,0.000471299,-0.00182455,,3059.710183,-0.002484005,-8.06628E-07
501.187,-0.146452,-0.920185055,-0.172274,0.000466682,-0.001825065,,3149.050795,-0.00255607,-8.06856E-07
515.822,-0.150703,-0.946894875,-0.177261,0.000462133,-0.001824635,,3241.005212,-0.002630264,-8.06666E-07
530.884,-0.155077,-0.974377528,-0.182394,0.000457651,-0.001825013,,3335.642549,-0.002706604,-8.06833E-07
546.387,-0.15958,-1.002670711,-0.187676,0.000453236,-0.001824621,,3433.05077,-0.002785196,-8.06659E-07
562.341,-0.164213,-1.031780709,-0.193113,0.000448888,-0.001824768,,3533.292709,-0.002866058,-8.06724E-07
578.762,-0.168982,-1.06174522,-0.198708,0.000444605,-0.001825098,,3636.468895,-0.002949292,-8.0687E-07
595.662,-0.173891,-1.092589376,-0.204467,0.000440386,-0.00182492,,3742.654726,-0.00303497,-8.06792E-07
613.056,-0.178943,-1.124332028,-0.210395,0.000436229,-0.00182483,,3851.944452,-0.003123145,-8.06752E-07
630.957,-0.184142,-1.156998309,-0.216495,0.000432131,-0.001825108,,3964.419752,-0.003213884,-8.06875E-07
649.382,-0.189494,-1.190625917,-0.222774,0.000428088,-0.001824781,,4080.187441,-0.003307294,-8.0673E-07
668.344,-0.195001,-1.225227418,-0.229237,0.000424097,-0.001825137,,4199.329201,-0.003403409,-8.06888E-07
687.86,-0.20067,-1.260846796,-0.235889,0.000420154,-0.001825271,,4321.951845,-0.003502352,-8.06947E-07
707.946,-0.206505,-1.297509182,-0.242735,0.000416254,-0.0018252,,4448.155905,-0.003604192,-8.06915E-07
728.618,-0.21251,-1.33523971,-0.249782,0.000412393,-0.00182536,,4578.041912,-0.003708999,-8.06986E-07
749.894,-0.218691,-1.374076078,-0.257035,0.000408564,-0.001825446,,4711.722963,-0.003816878,-8.07024E-07
771.792,-0.225053,-1.414049703,-0.2645,0.000404762,-0.001825626,,4849.312155,-0.003927916,-8.07104E-07
794.328,-0.231601,-1.455192,-0.272184,0.000400982,-0.001825496,,4990.910019,-0.0040422,-8.07047E-07
817.523,-0.23834,-1.497534386,-0.280092,0.000397215,-0.00182584,,5136.648502,-0.004159818,-8.07199E-07
841.395,-0.245277,-1.541120843,-0.288232,0.000393456,-0.001825701,,5286.640702,-0.004280891,-8.07137E-07
865.964,-0.252416,-1.585976502,-0.296611,0.000389696,-0.001825794,,5441.012281,-0.00440549,-8.07178E-07
891.251,-0.259764,-1.632145348,-0.305234,0.000385929,-0.001825926,,5599.895188,-0.004533737,-8.07237E-07
917.276,-0.267327,-1.679665079,-0.31411,0.000382145,-0.001825959,,5763.415086,-0.004665736,-8.07251E-07
944.061,-0.275111,-1.728573393,-0.323246,0.000378336,-0.001826128,,5931.710204,-0.004801593,-8.07326E-07
971.628,-0.283123,-1.778914274,-0.332649,0.000374494,-0.001826137,,6104.918774,-0.004941429,-8.0733E-07
1000,-0.291369,-1.83072542,-0.342327,0.000370609,-0.001826427,,6283.185307,-0.005085348,-8.07458E-07
1029.2,-0.299857,-1.884057097,-0.352288,0.00036667,-0.00182641,,6466.654318,-0.005233492,-8.07451E-07
1059.25,-0.308592,-1.93894072,-0.362541,0.000362669,-0.001826451,,6655.464037,-0.005385946,-8.07468E-07
1090.18,-0.317583,-1.995432839,-0.373094,0.000358593,-0.001826149,,6849.802958,-0.005542869,-8.07335E-07
1122.02,-0.326837,-2.053577436,-0.383956,0.000354433,-0.001826842,,7049.859578,-0.005704382,-8.07641E-07
1154.78,-0.336362,-2.113424776,-0.395136,0.000350176,-0.001826633,,7255.696729,-0.005870624,-8.07549E-07
1188.5,-0.346165,-2.175018842,-0.406642,0.00034581,-0.001826486,,7467.565738,-0.006041719,-8.07484E-07
1223.21,-0.356255,-2.238416182,-0.418486,0.000341323,-0.001826556,,7685.6551,-0.006217823,-8.07515E-07
1258.93,-0.366639,-2.303660778,-0.430675,0.000336701,-0.001827012,,7910.090479,-0.006399058,-8.07717E-07
1295.69,-0.377328,-2.370821746,-0.443222,0.00033193,-0.001827156,,8141.060371,-0.006585616,-8.0778E-07
1333.52,-0.388329,-2.439943067,-0.456135,0.000326996,-0.001826868,,8378.753271,-0.00677762,-8.07653E-07
1372.46,-0.399651,-2.511081291,-0.469426,0.000321884,-0.001826952,,8623.420507,-0.006975226,-8.0769E-07
1412.54,-0.411305,-2.584305533,-0.483106,0.000316578,-0.001827365,,8875.250574,-0.007178626,-8.07873E-07
1453.78,-0.423299,-2.659666057,-0.497186,0.000311062,-0.0018268,,9134.369136,-0.007387961,-8.07623E-07
1496.24,-0.435644,-2.73723198,-0.511678,0.000305318,-0.001827287,,9401.153184,-0.007603422,-8.07838E-07
1539.93,-0.44835,-2.817066132,-0.526593,0.000299327,-0.001827518,,9675.66555,-0.007825184,-8.0794E-07
1584.89,-0.461427,-2.899231347,-0.541945,0.000293071,-0.001827256,,9958.157561,-0.00805342,-8.07824E-07
1631.17,-0.474886,-2.983796738,-0.557745,0.00028653,-0.00182744,,10248.94338,-0.008288324,-8.07906E-07
1678.8,-0.488739,-3.070837704,-0.574008,0.000279682,-0.001827032,,10548.21149,-0.008530105,-8.07725E-07
1727.83,-0.502996,-3.160417077,-0.590746,0.000272506,-0.001827541,,10856.27607,-0.008778936,-8.07951E-07
1778.28,-0.51767,-3.252616538,-0.607973,0.000264978,-0.001827363,,11173.26277,-0.009035046,-8.07872E-07
1830.21,-0.532773,-3.347511486,-0.625704,0.000257074,-0.001827697,,11499.54858,-0.009298643,-8.08019E-07
1883.65,-0.548318,-3.445183601,-0.643953,0.000248767,-0.001827607,,11835.322,-0.009569954,-8.0798E-07
1938.65,-0.564316,-3.545702,-0.662736,0.000240031,-0.001827573,,12180.8972,-0.009849172,-8.07965E-07
1995.26,-0.580782,-3.649160929,-0.682067,0.000230837,-0.001827483,,12536.58832,-0.010136558,-8.07925E-07
2053.53,-0.59773,-3.755648354,-0.701964,0.000221156,-0.00182774,,12902.70952,-0.010432357,-8.08039E-07
2113.49,-0.615172,-3.865239672,-0.722442,0.000210954,-0.001827836,,13279.44931,-0.010736777,-8.08081E-07
2175.2,-0.633124,-3.978035414,-0.743518,0.000200198,-0.001827683,,13667.18468,-0.011050098,-8.08013E-07
2238.72,-0.651601,-4.094129829,-0.76521,0.000188854,-0.001827766,,14066.29261,-0.011372583,-8.0805E-07
2304.09,-0.670617,-4.213610881,-0.787537,0.000176884,-0.001827802,,14477.02443,-0.011704475,-8.08066E-07
2371.37,-0.690189,-4.336585384,-0.810515,0.000164247,-0.001827704,,14899.75714,-0.012046071,-8.08022E-07
2440.62,-0.710333,-4.463153869,-0.834166,0.000150903,-0.001827828,,15334.86772,-0.01239765,-8.08077E-07
2511.89,-0.731066,-4.59342315,-0.858507,0.000136807,-0.001828069,,15782.67034,-0.012759509,-8.08184E-07
2585.23,-0.752404,-4.727493758,-0.883559,0.000121913,-0.001827616,,16243.47915,-0.013131927,-8.07984E-07
2660.73,-0.774365,-4.86547879,-0.909344,0.000106172,-0.00182802,,16717.85964,-0.013515219,-8.08162E-07
2738.42,-0.796968,-5.007497628,-0.935881,8.95308E-05,-0.001828064,,17206.00031,-0.013909716,-8.08182E-07
2818.38,-0.820232,-5.153669651,-0.963194,7.19352E-05,-0.00182785,,17708.40381,-0.014315749,-8.08087E-07
2900.68,-0.844174,-5.304101674,-0.991305,5.33266E-05,-0.001828058,,18225.50996,-0.014733616,-8.08179E-07
2985.38,-0.868817,-5.458938209,-1.02024,3.36437E-05,-0.001827875,,18757.69575,-0.015163717,-8.08098E-07
3072.56,-0.894179,-5.618292355,-1.05001,0.000012821,-0.00182802,,19305.46385,-0.015606368,-8.08162E-07
3162.28,-0.920282,-5.782302341,-1.08066,-9.21016E-06,-0.001828003,,19869.19123,-0.016061951,-8.08155E-07
3254.62,-0.947147,-5.951100114,-1.1122,-3.25229E-05,-0.001828226,,20449.38056,-0.016530834,-8.08254E-07
3349.65,-0.974798,-6.124836471,-1.14467,-5.71944E-05,-0.001828174,,21046.47166,-0.017013435,-8.08231E-07
3447.47,-1.00326,-6.303668491,-1.17808,-8.33063E-05,-0.001827654,,21661.09285,-0.01751019,-8.08001E-07
3548.13,-1.03254,-6.487640157,-1.21247,-0.000110945,-0.001828376,,22293.55828,-0.018021223,-8.0832E-07
3651.74,-1.06269,-6.677078194,-1.24786,-0.000140203,-0.001827857,,22944.55911,-0.018547439,-8.0809E-07
3758.37,-1.09371,-6.871982602,-1.28429,-0.000171175,-0.001828564,,23614.53516,-0.019088841,-8.08403E-07
3868.12,-1.12565,-7.072667541,-1.32178,-0.000203966,-0.001827937,,24304.11475,-0.019646299,-8.08126E-07
3981.07,-1.15851,-7.27913301,-1.36036,-0.000238684,-0.001827934,,25013.80053,-0.020219814,-8.08124E-07
4097.32,-1.19233,-7.491630337,-1.40007,-0.000275443,-0.001828504,,25744.22082,-0.020810084,-8.08376E-07
4216.97,-1.22715,-7.71041085,-1.44095,-0.000314366,-0.001828365,,26496.00394,-0.021417808,-8.08315E-07
4340.1,-1.26298,-7.935537379,-1.48301,-0.000355581,-0.001827845,,27269.65255,-0.022043159,-8.08085E-07
4466.84,-1.29985,-8.167198422,-1.5263,-0.000399225,-0.00182816,,28065.98346,-0.022686662,-8.08224E-07
4597.27,-1.3378,-8.405645304,-1.57086,-0.000445443,-0.001828227,,28885.49932,-0.023349015,-8.08254E-07
4731.51,-1.37686,-8.651066522,-1.61672,-0.000494387,-0.001828522,,29728.95411,-0.02403074,-8.08384E-07
4869.68,-1.41707,-8.903713403,-1.66392,-0.000546221,-0.001828085,,30597.10183,-0.024732537,-8.08191E-07
5011.87,-1.45844,-9.163648779,-1.7125,-0.000601115,-0.001828499,,31490.50795,-0.02545458,-8.08374E-07
5158.22,-1.50103,-9.431249642,-1.76249,-0.000659251,-0.001828389,,32410.05212,-0.026197916,-8.08326E-07
5308.84,-1.54486,-9.706641654,-1.81395,-0.000720822,-0.001828256,,33356.42549,-0.026962893,-8.08267E-07
5463.87,-1.58997,-9.990076143,-1.86691,-0.000786033,-0.001828165,,34330.5077,-0.027750212,-8.08226E-07
5623.41,-1.63639,-10.2817416,-1.92141,-0.000855098,-0.001828211,,35332.92709,-0.028560393,-8.08247E-07
5787.62,-1.68417,-10.5819522,-1.97751,-0.000928247,-0.001828444,,36364.68895,-0.029394312,-8.0835E-07
5956.62,-1.73335,-10.89095925,-2.03524,-0.00100572,-0.001828532,,37426.54726,-0.030252665,-8.08389E-07
6130.56,-1.78397,-11.20901409,-2.09467,-0.00108778,-0.00182834,,38519.44452,-0.03113615,-8.08304E-07
6309.57,-1.83606,-11.53630522,-2.15582,-0.00117469,-0.001828518,,39644.19752,-0.032045292,-8.08382E-07
6493.82,-1.88968,-11.87320961,-2.21876,-0.00126675,-0.001828426,,40801.87441,-0.032981138,-8.08342E-07
6683.44,-1.94486,-12.21991578,-2.28354,-0.00136425,-0.001828357,,41993.29201,-0.03394421,-8.08311E-07
6878.6,-2.00165,-12.57673787,-2.35021,-0.00146752,-0.001828399,,43219.51845,-0.034935383,-8.0833E-07
7079.46,-2.0601,-12.94399005,-2.41883,-0.00157691,-0.001828543,,44481.55905,-0.035955528,-8.08394E-07
7286.18,-2.12026,-13.32198648,-2.48945,-0.00169277,-0.001828609,,45780.41912,-0.037005518,-8.08423E-07
7498.94,-2.18218,-13.71104131,-2.56213,-0.00181549,-0.001828603,,47117.22963,-0.038086226,-8.0842E-07
7717.92,-2.24591,-14.11146871,-2.63694,-0.00194547,-0.001828414,,48493.12155,-0.039198524,-8.08336E-07
7943.28,-2.31149,-14.52352001,-2.71392,-0.00208315,-0.001828747,,49909.10019,-0.040343111,-8.08484E-07
8175.23,-2.379,-14.94769785,-2.79316,-0.00222897,-0.001828472,,51366.48502,-0.041521383,-8.08362E-07
8413.95,-2.44847,-15.38419073,-2.87471,-0.00238344,-0.00182877,,52866.40702,-0.042733863,-8.08494E-07
8659.64,-2.51998,-15.83350131,-2.95864,-0.00254704,-0.001828527,,54410.12281,-0.043981948,-8.08386E-07
8912.51,-2.59357,-16.29588092,-3.04502,-0.00272034,-0.001828823,,55998.95188,-0.045266336,-8.08517E-07
9172.76,-2.66932,-16.7718322,-3.13392,-0.00290389,-0.001828774,,57634.15086,-0.046588423,-8.08496E-07
9440.61,-2.74728,-17.26166933,-3.22542,-0.00309832,-0.001828636,,59317.10204,-0.047949081,-8.08434E-07
9716.28,-2.82751,-17.76576929,-3.31959,-0.00330425,-0.001828794,,61049.18774,-0.049349359,-8.08504E-07
10000,-2.91009,-18.28463473,-3.41651,-0.00352238,-0.001829009,,62831.85307,-0.050790652,-8.086E-07
10292,-2.99509,-18.81870548,-3.51625,-0.00375343,-0.001829128,,64666.54318,-0.052274182,-8.08652E-07
10592.5,-3.08257,-19.36835853,-3.61891,-0.00399815,-0.001828888,,66554.64037,-0.053800996,-8.08546E-07
10901.8,-3.1726,-19.93403371,-3.72457,-0.00425737,-0.001828715,,68498.02958,-0.055372316,-8.08469E-07
11220.2,-3.26527,-20.51629649,-3.8333,-0.00453193,-0.001829143,,70498.59578,-0.056989712,-8.08659E-07
11547.8,-3.36064,-21.11552387,-3.94522,-0.00482275,-0.001829055,,72556.96729,-0.058654233,-8.0862E-07
11885,-3.4588,-21.73228134,-4.0604,-0.00513079,-0.00182884,,74675.65738,-0.060367448,-8.08525E-07
12232.1,-3.55983,-22.36707155,-4.17894,-0.00545707,-0.001829195,,76856.551,-0.062130754,-8.08682E-07
12589.3,-3.66382,-23.02045999,-4.30094,-0.00580267,-0.001829234,,79100.90479,-0.063945722,-8.08699E-07
12956.9,-3.77084,-23.69288648,-4.4265,-0.00616872,-0.001829482,,81410.60371,-0.065813574,-8.08808E-07
13335.2,-3.88099,-24.38497935,-4.55572,-0.00655646,-0.001829449,,83787.53271,-0.067736054,-8.08794E-07
13724.6,-3.99437,-25.0973669,-4.68872,-0.00696714,-0.001829304,,86234.20507,-0.069714908,-8.0873E-07
14125.4,-4.11106,-25.83055179,-4.8256,-0.00740215,-0.001829803,,88752.50574,-0.071751533,-8.0895E-07
14537.8,-4.23116,-26.58516234,-4.96647,-0.0078629,-0.001829168,,91343.69136,-0.073847673,-8.0867E-07
14962.4,-4.35477,-27.36182688,-5.11145,-0.00835094,-0.001829731,,94011.53184,-0.076005075,-8.08919E-07
15399.3,-4.482,-28.16123655,-5.26066,-0.00886787,-0.001830034,,96756.6555,-0.078225657,-8.09052E-07
15848.9,-4.61295,-28.98401966,-5.41423,-0.0094154,-0.001829835,,99581.57561,-0.080511166,-8.08965E-07
16311.7,-4.74773,-29.83086738,-5.57227,-0.00999535,-0.001829946,,102489.4338,-0.08286352,-8.09014E-07
16788,-4.88645,-30.70247084,-5.73493,-0.0106096,-0.001829851,,105482.1149,-0.085284641,-8.08972E-07
17278.3,-5.02924,-31.59964687,-5.90233,-0.0112603,-0.001830281,,108562.7607,-0.087776797,-8.09162E-07
17782.8,-5.1762,-32.52302379,-6.07462,-0.0119495,-0.001830146,,111732.6277,-0.090341733,-8.09102E-07
18302.1,-5.32746,-33.4734184,-6.25193,-0.0126794,-0.001830519,,114995.4858,-0.092981718,-8.09267E-07
18836.5,-5.48315,-34.45164752,-6.43441,-0.0134526,-0.001830692,,118353.22,-0.095699021,-8.09343E-07
19386.5,-5.6434,-35.45852796,-6.62221,-0.0142716,-0.001830681,,121808.972,-0.098495911,-8.09339E-07
19952.6,-5.80834,-36.49487655,-6.81549,-0.015139,-0.00183061,,125365.8832,-0.101374657,-8.09307E-07
20535.3,-5.97811,-37.56157292,-7.01441,-0.0160578,-0.001831094,,129027.0952,-0.104337703,-8.09521E-07
21134.9,-6.15285,-38.65949672,-7.21912,-0.0170311,-0.001831298,,132794.4931,-0.107387491,-8.09611E-07
21752,-6.33271,-39.78959043,-7.42981,-0.0180619,-0.001831244,,136671.8468,-0.11052664,-8.09588E-07
22387.2,-6.51784,-40.95279652,-7.64664,-0.0191538,-0.001831611,,140662.9261,-0.113757768,-8.0975E-07
23040.9,-6.7084,-42.15012031,-7.86979,-0.0203103,-0.001831724,,144770.2443,-0.117083668,-8.098E-07
23713.7,-6.90454,-43.38250428,-8.09944,-0.0215354,-0.001831787,,148997.5714,-0.120506956,-8.09828E-07
24406.2,-7.10643,-44.65101656,-8.33578,-0.022833,-0.001832059,,153348.6772,-0.124030602,-8.09948E-07
25118.9,-7.31424,-45.9567253,-8.57902,-0.0242074,-0.00183261,,157826.7034,-0.12765757,-8.10191E-07
25852.3,-7.52815,-47.30076147,-8.82934,-0.0256633,-0.001832443,,162434.7915,-0.131391004,-8.10118E-07
26607.3,-7.74834,-48.68425604,-9.08695,-0.0272054,-0.001833034,,167178.5964,-0.135234045,-8.10379E-07
27384.2,-7.97499,-50.10833999,-9.35207,-0.0288389,-0.001833251,,172060.0031,-0.139189833,-8.10475E-07
28183.8,-8.20829,-51.57420713,-9.62491,-0.0305692,-0.001833423,,177084.0381,-0.143261686,-8.10551E-07
29006.8,-8.44844,-53.08311408,-9.9057,-0.0324021,-0.001833844,,182255.0996,-0.147453095,-8.10737E-07
29853.8,-8.69565,-54.63638032,-10.1947,-0.0343436,-0.001834073,,187576.9575,-0.151767723,-8.10838E-07
30725.6,-8.95013,-56.23532531,-10.492,-0.0364002,-0.001834463,,193054.6385,-0.156209237,-8.11011E-07
31622.8,-9.21208,-57.8812057,-10.7981,-0.0385787,-0.001834875,,198691.9123,-0.160781127,-8.11193E-07
32546.2,-9.48174,-59.57552945,-11.113,-0.0408864,-0.001835433,,204493.8056,-0.165487582,-8.1144E-07
33496.5,-9.75934,-61.3197417,-11.4371,-0.0433311,-0.001835497,,210464.7166,-0.170332616,-8.11468E-07
