frequency,V(/Sc1-) (phase),V(/Sc1-) (gain),V(/Sc2-) (phase),V(/Sc2-) (gain),Column1,,,,
34474.7,-10.0451,-63.11522473,-11.7707,-0.0459208,-0.001836393,,216610.9285,-0.175320069,-8.11864E-07
35481.3,-10.3393,-64.96373785,-12.1139,-0.0486641,-0.00183626,,222935.5828,-0.180454827,-8.11805E-07
36517.4,-10.6421,-66.86628636,-12.4671,-0.0515703,-0.001837285,,229445.5911,-0.185739684,-8.12258E-07
37583.7,-10.9539,-68.82538354,-12.8306,-0.0546491,-0.001837724,,236145.3516,-0.191181621,-8.12453E-07
38681.2,-11.2749,-70.84228602,-13.2046,-0.0579106,-0.001838506,,243041.1475,-0.196784128,-8.12798E-07
39810.7,-11.6054,-72.91887876,-13.5895,-0.061366,-0.001838744,,250138.0053,-0.202552441,-8.12903E-07
40973.2,-11.9456,-75.05641841,-13.9856,-0.0650266,-0.001839007,,257442.2082,-0.208490051,-8.13019E-07
42169.7,-12.2958,-77.2567899,-14.3932,-0.0689049,-0.001840612,,264960.0394,-0.214602194,-8.13729E-07
43401,-12.6565,-79.52313484,-14.8127,-0.0730137,-0.001840734,,272696.5255,-0.220897597,-8.13783E-07
44668.4,-13.0278,-81.85608154,-15.2443,-0.0773668,-0.001841648,,280659.8346,-0.227378004,-8.14187E-07
45972.7,-13.4101,-84.25814329,-15.6884,-0.081979,-0.001842269,,288854.9932,-0.234050398,-8.14462E-07
47315.1,-13.8037,-86.73120502,-16.1454,-0.0868656,-0.001843074,,297289.5411,-0.240920014,-8.14817E-07
48696.8,-14.209,-89.27778003,-16.6156,-0.0920431,-0.001843993,,305971.0183,-0.247993833,-8.15224E-07
50118.7,-14.6263,-91.89975326,-17.0995,-0.0975289,-0.001845243,,314905.0795,-0.255277092,-8.15776E-07
51582.2,-15.0561,-94.6002663,-17.5973,-0.103341,-0.00184591,,324100.5212,-0.262778518,-8.16071E-07
53088.4,-15.4986,-97.3805758,-18.1096,-0.1095,-0.001846899,,333564.2549,-0.270501599,-8.16509E-07
54638.7,-15.9543,-100.2438233,-18.6367,-0.116026,-0.001848251,,343305.077,-0.278455065,-8.17106E-07
56234.1,-16.4236,-103.1925222,-19.179,-0.122941,-0.001849256,,353329.2709,-0.286645895,-8.17551E-07
57876.2,-16.9069,-106.2291857,-19.7369,-0.130269,-0.001850751,,363646.8895,-0.295081071,-8.18212E-07
59566.2,-17.4047,-109.3569553,-20.311,-0.138034,-0.00185165,,374265.4726,-0.30376932,-8.18609E-07
61305.6,-17.9173,-112.5777161,-20.9016,-0.146262,-0.001853261,,385194.4452,-0.312715878,-8.19321E-07
63095.7,-18.4453,-115.8952379,-21.5092,-0.154981,-0.001854776,,396441.9752,-0.321931217,-8.19991E-07
64938.2,-18.9892,-119.3126624,-22.1343,-0.16422,-0.001855929,,408018.7441,-0.331424062,-8.20501E-07
66834.4,-19.5493,-122.8318745,-22.7774,-0.174012,-0.001857976,,419932.9201,-0.341199651,-8.21406E-07
68786,-20.1264,-126.4579008,-23.4389,-0.184388,-0.001859367,,432195.1845,-0.351271947,-8.22021E-07
70794.6,-20.7208,-130.1926261,-24.1194,-0.195385,-0.001861369,,444815.5905,-0.361646184,-8.22906E-07
72861.8,-21.3332,-134.0404488,-24.8194,-0.207038,-0.001863161,,457804.1912,-0.37233458,-8.23698E-07
74989.4,-21.9641,-138.0045104,-25.5394,-0.219388,-0.001865043,,471172.2963,-0.383345862,-8.2453E-07
77179.2,-22.6141,-142.0885809,-26.28,-0.232476,-0.001867168,,484931.2155,-0.394690502,-8.25469E-07
79432.8,-23.2838,-146.2964301,-27.0417,-0.246346,-0.00186938,,499091.0019,-0.406378972,-8.26447E-07
81752.3,-23.9739,-150.6324562,-27.8251,-0.261046,-0.001871638,,513664.8502,-0.41842349,-8.27445E-07
84139.5,-24.685,-155.1004293,-28.6307,-0.276624,-0.001874036,,528664.0702,-0.430834526,-8.28506E-07
86596.4,-25.4178,-159.7047475,-29.4592,-0.293133,-0.001876483,,544101.2281,-0.443624299,-8.29587E-07
89125.1,-26.173,-164.449809,-30.3112,-0.310628,-0.001879282,,559989.5188,-0.456805025,-8.30825E-07
91727.6,-26.9514,-169.3406405,-31.1872,-0.329169,-0.001882023,,576341.5086,-0.470390668,-8.32037E-07
94406.1,-27.7537,-174.3816401,-32.0879,-0.348818,-0.001884705,,593171.0204,-0.484393445,-8.33222E-07
97162.8,-28.5806,-179.577206,-33.0139,-0.369639,-0.001887923,,610491.8774,-0.498825572,-8.34645E-07
100000,-29.4331,-184.9336215,-33.9658,-0.391703,-0.001891196,,628318.5307,-0.513704504,-8.36092E-07
102920,-30.312,-190.455913,-34.9444,-0.415083,-0.001894574,,646665.4318,-0.529044203,-8.37586E-07
105925,-31.2181,-196.1491072,-35.9502,-0.439857,-0.001897754,,665546.4037,-0.544858631,-8.38991E-07
109018,-32.1523,-202.018859,-36.9839,-0.466107,-0.00190094,,684980.2958,-0.561163497,-8.404E-07
112202,-33.1156,-208.0714514,-38.0461,-0.493919,-0.001905286,,704985.9578,-0.577976254,-8.42321E-07
115478,-34.109,-214.3131676,-39.1376,-0.523385,-0.001908806,,725569.6729,-0.595314355,-8.43878E-07
118850,-35.1334,-220.7496627,-40.2591,-0.554601,-0.001912652,,746756.5738,-0.613193507,-8.45578E-07
122321,-36.19,-227.3884763,-41.4112,-0.587668,-0.001916794,,768565.51,-0.631634656,-8.47409E-07
125893,-37.2797,-234.2352633,-42.5945,-0.622695,-0.001921192,,791009.0479,-0.650653509,-8.49353E-07
129569,-38.4037,-241.2975636,-43.8098,-0.659792,-0.001925814,,814106.0371,-0.67027101,-8.51397E-07
133352,-39.5632,-248.5829169,-45.0577,-0.69908,-0.001929812,,837875.3271,-0.690508103,-8.53164E-07
137246,-40.7592,-256.0976066,-46.339,-0.740682,-0.001934337,,862342.0507,-0.71138224,-8.55165E-07
141254,-41.9931,-263.8504289,-47.6542,-0.784729,-0.001939347,,887525.0574,-0.732917858,-8.5738E-07
145378,-43.266,-271.8482955,-49.004,-0.83136,-0.001943259,,913436.9136,-0.755134154,-8.59109E-07
149624,-44.5792,-280.0993744,-50.3891,-0.880717,-0.001948377,,940115.3184,-0.778053818,-8.61372E-07
153993,-45.934,-288.6118339,-51.81,-0.932951,-0.001953294,,967566.555,-0.801699539,-8.63545E-07
158489,-47.3317,-297.393842,-53.2675,-0.98822,-0.001957725,,995815.7561,-0.826094006,-8.65505E-07
163117,-48.7737,-306.4541952,-54.762,-1.04669,-0.001962259,,1024894.338,-0.851261653,-8.67509E-07
167880,-50.2612,-315.8004334,-56.2941,-1.10853,-0.001966459,,1054821.149,-0.877223426,-8.69366E-07
172783,-51.7957,-325.4419812,-57.8643,-1.17392,-0.001971264,,1085627.607,-0.904005503,-8.7149E-07
177828,-53.3785,-335.3870069,-59.4731,-1.24304,-0.001975096,,1117326.277,-0.931630575,-8.73184E-07
183021,-55.0109,-345.6436786,-61.1209,-1.3161,-0.001979133,,1149954.858,-0.960121329,-8.74969E-07
188365,-56.6942,-356.2201644,-62.8082,-1.39328,-0.001982745,,1183532.2,-0.989500457,-8.76566E-07
193865,-58.4298,-367.1252609,-64.5353,-1.47479,-0.001985624,,1218089.72,-1.019792391,-8.77839E-07
199526,-60.2188,-378.3658794,-66.3025,-1.56084,-0.001987932,,1253658.832,-1.051016332,-8.78859E-07
205353,-62.0624,-389.9495598,-68.1099,-1.65166,-0.001990269,,1290270.952,-1.083193222,-8.79892E-07
211349,-63.9617,-401.8832137,-69.9579,-1.74746,-0.001991661,,1327944.931,-1.11634226,-8.80507E-07
217520,-65.9178,-414.1737524,-71.8463,-1.84847,-0.001991786,,1366718.468,-1.150482646,-8.80563E-07
223872,-67.9314,-426.8255744,-73.7753,-1.95493,-0.001991454,,1406629.261,-1.185626595,-8.80416E-07
230409,-70.0033,-439.843706,-75.7448,-2.06705,-0.001989738,,1447702.443,-1.221788072,-8.79657E-07
237137,-72.1339,-453.2306606,-77.7546,-2.18509,-0.001986938,,1489975.714,-1.258974057,-8.7842E-07
244062,-74.3238,-466.9902081,-79.8045,-2.30928,-0.001982814,,1533486.772,-1.297195023,-8.76596E-07
251189,-76.5729,-481.1217202,-81.8941,-2.43985,-0.001977481,,1578267.034,-1.336449223,-8.74239E-07
258523,-78.8811,-495.6245685,-84.0229,-2.57704,-0.001969841,,1624347.915,-1.376734913,-8.70861E-07
266073,-81.2481,-510.4968682,-86.1905,-2.72108,-0.001961221,,1671785.964,-1.418046856,-8.6705E-07
273842,-83.6731,-525.7335925,-88.3961,-2.8722,-0.001950333,,1720600.031,-1.46037109,-8.62237E-07
281838,-86.1551,-541.3284585,-90.6391,-3.03061,-0.001937252,,1770840.381,-1.503690162,-8.56453E-07
290068,-88.6926,-557.2720412,-92.9185,-3.19653,-0.001922343,,1822550.996,-1.547977892,-8.49862E-07
298538,-91.284,-573.5542876,-95.2334,-3.37016,-0.001904991,,1875769.575,-1.593206354,-8.42191E-07
307256,-93.9272,-590.162003,-97.5827,-3.55169,-0.001885516,,1930546.385,-1.639338897,-8.33581E-07
316228,-96.6196,-607.0788511,-99.9654,-3.74131,-0.001863726,,1986919.123,-1.686330142,-8.23948E-07
325462,-99.3586,-624.2884957,-102.38,-3.93917,-0.001839665,,2044938.056,-1.73413471,-8.1331E-07
334965,-102.141,-641.7708305,-104.826,-4.14541,-0.00181263,,2104647.166,-1.782696751,-8.01359E-07
344747,-104.963,-659.5019794,-107.3,-4.36018,-0.001784584,,2166109.285,-1.831949943,-7.8896E-07
354813,-107.822,-677.4656062,-109.803,-4.58357,-0.001752573,,2229355.828,-1.881848906,-7.74807E-07
365174,-110.712,-695.6240117,-112.333,-4.81568,-0.001720024,,2294455.911,-1.932288921,-7.60418E-07
375837,-113.631,-713.9646296,-114.887,-5.05657,-0.001684867,,2361453.516,-1.983235082,-7.44875E-07
386812,-116.574,-732.456044,-117.465,-5.30629,-0.001648258,,2430411.475,-2.034600122,-7.2869E-07
398107,-119.537,-751.0731221,-120.064,-5.56486,-0.001609576,,2501380.053,-2.086314228,-7.11589E-07
409732,-122.515,-769.7844479,-122.684,-5.83227,-0.001569615,,2574422.082,-2.138290133,-6.93922E-07
421697,-125.504,-788.5648888,-125.323,-6.1085,-0.001529335,,2649600.394,-2.190458024,-6.76115E-07
434010,-128.501,-807.3955952,-127.98,-6.39351,-0.001487262,,2726965.255,-2.242765542,-6.57514E-07
446684,-131.501,-826.2451511,-130.652,-6.68722,-0.001445186,,2806598.346,-2.29512542,-6.38912E-07
459727,-134.501,-845.094707,-133.339,-6.98953,-0.001402764,,2888549.932,-2.347485297,-6.20158E-07
473151,-137.498,-863.9254134,-136.04,-7.30034,-0.001360137,,2972895.411,-2.399792815,-6.01312E-07
486968,-140.489,-882.7184206,-138.753,-7.61951,-0.001317706,,3059710.183,-2.451995613,-5.82554E-07
501187,-143.471,-901.4548792,-141.477,-7.94689,-0.001275527,,3149050.795,-2.504041331,-5.63907E-07
515822,-146.442,-920.1222228,-144.211,-8.28231,-0.001234361,,3241005.212,-2.555895063,-5.45707E-07
530884,-149.401,-938.7141681,-146.955,-8.62559,-0.001193574,,3335642.549,-2.607539356,-5.27676E-07
546387,-152.346,-957.2181488,-149.708,-8.97652,-0.001153926,,3433050.77,-2.658939302,-5.10147E-07
562341,-155.276,-975.6278818,-152.469,-9.33489,-0.001114987,,3533292.709,-2.710077449,-4.92932E-07
578762,-158.19,-993.9370837,-155.238,-9.70048,-0.001077808,,3636468.895,-2.760936344,-4.76496E-07
595662,-161.089,-1012.152038,-158.014,-10.0731,-0.001041779,,3742654.726,-2.811533439,-4.60568E-07
613056,-163.973,-1030.272744,-160.798,-10.4524,-0.001006657,,3851944.452,-2.861868734,-4.4504E-07
630957,-166.841,-1048.29292,-163.59,-10.8382,-0.000973254,,3964419.752,-2.911924777,-4.30273E-07
649382,-169.695,-1066.225131,-166.389,-11.2304,-0.000941384,,4080187.441,-2.961736474,-4.16183E-07
668344,-172.536,-1084.07566,-169.197,-11.6285,-0.000910798,,4199329.201,-3.011321278,-4.02661E-07
687860,-175.365,-1101.850791,-172.013,-12.0323,-0.00088151,,4321951.845,-3.060696643,-3.89713E-07
707946,-178.183,-1119.556808,-174.838,-12.4417,0.108566707,,4448155.905,-3.109880021,4.7997E-05
728618,179.007,1124.734152,-177.674,-12.8564,-0.000827776,,4578041.912,3.124261534,-3.65957E-07
749894,176.204,1107.122384,179.479,-13.276,-0.000803116,,4711722.963,3.075339955,-3.55055E-07
771792,173.405,1089.535748,176.62,-13.7004,-0.000779543,,4849312.155,3.026488189,-3.44634E-07
794328,170.609,1071.967962,173.747,-14.1294,-0.000757666,,4990910.019,2.977688784,-3.34962E-07
817523,167.812,1054.393893,170.858,-14.5626,-0.000736969,,5136648.502,2.928871924,-3.25812E-07
841395,165.012,1036.800974,167.953,-14.9999,-0.00071734,,5286640.702,2.880002705,-3.17134E-07
865964,162.207,1019.176639,165.03,-15.441,-0.000699208,,5441012.281,2.83104622,-3.09118E-07
891251,159.393,1001.495756,162.086,-15.8858,-0.000682278,,5599895.188,2.781932655,-3.01633E-07
917276,156.567,983.739474,159.119,-16.334,-0.000666438,,5763415.086,2.73260965,-2.9463E-07
944061,153.726,965.8889445,156.127,-16.7856,-0.000651863,,5931710.204,2.683024846,-2.88187E-07
971628,150.866,947.9190346,153.107,-17.2402,-0.000638461,,6104918.774,2.633108429,-2.82262E-07
1000000,147.983,929.8046113,150.057,-17.6977,-0.000625952,,6283185.307,2.582790587,-2.76731E-07
1029200,145.074,911.5268253,146.973,-18.1581,-0.000614728,,6466654.318,2.532018959,-2.71769E-07
1059250,142.134,893.0542605,143.853,-18.6213,-0.000604348,,6655464.037,2.480706279,-2.6718E-07
1090180,139.159,874.3617842,140.693,-19.0871,-0.000594969,,6849802.958,2.428782734,-2.63034E-07
1122020,136.144,855.4179805,137.489,-19.5555,-0.000586891,,7049859.578,2.376161057,-2.59463E-07
1154780,133.084,836.1914334,134.238,-20.0266,-0.000579685,,7255696.729,2.322753982,-2.56277E-07
1188500,129.973,816.6444439,130.935,-20.5004,-0.00057347,,7467565.738,2.268456789,-2.53529E-07
1223210,126.805,796.7393129,127.577,-20.9771,-0.00056816,,7685655.1,2.213164758,-2.51182E-07
1258930,123.575,776.4446243,124.158,-21.4568,-0.00056388,,7910090.479,2.156790623,-2.4929E-07
1295690,120.276,755.716396,120.674,-21.9397,-0.000560886,,8141060.371,2.099212211,-2.47966E-07
1333520,116.899,734.4980792,117.12,-22.4263,-0.00055829,,8378753.271,2.040272442,-2.46818E-07
1372460,113.439,712.7582581,113.491,-22.917,-0.00055699,,8623420.507,1.97988405,-2.46244E-07
1412540,109.886,690.4341007,109.781,-23.4123,-0.000556559,,8875250.574,1.917872502,-2.46053E-07
1453780,106.233,667.4816247,105.987,-23.9131,-0.000556697,,9134369.136,1.854115624,-2.46114E-07
1496240,102.471,643.8442816,102.102,-24.4201,-0.00055785,,9401153.184,1.788456338,-2.46624E-07
1539930,98.592,619.4718058,98.1228,-24.9344,-0.000559743,,9675665.55,1.720755016,-2.47461E-07
1584890,94.5867,594.3057637,94.045,-25.4572,-0.00056197,,9958157.561,1.650849344,-2.48445E-07
1631170,90.4474,568.2977748,89.8653,-25.9898,-0.000564669,,10248943.38,1.57860493,-2.49638E-07
1678800,86.1669,541.4026,85.5816,-26.5338,-0.000567383,,10548211.49,1.503896111,-2.50838E-07
1727830,81.7394,513.5837971,81.193,-27.0909,-0.000570219,,10856276.07,1.426621659,-2.52092E-07
1778280,77.1609,484.8162332,76.7002,-27.663,-0.000572383,,11173262.77,1.346711759,-2.53049E-07
1830210,72.4302,455.0923684,72.1059,-28.252,-0.000573882,,11499548.58,1.264145468,-2.53711E-07
1883650,67.5492,424.424141,67.4153,-28.86,-0.000574055,,11835322,1.178955947,-2.53788E-07
1938650,62.5242,392.8511348,62.6357,-29.4889,-0.000572512,,12180897.2,1.091253152,-2.53106E-07
1995260,57.366,360.4412083,57.7774,-30.1408,-0.000568862,,12536588.32,1.001225579,-2.51492E-07
2053530,52.0904,327.2936359,52.8532,-30.8175,-0.000562909,,12902709.52,0.909148989,-2.4886E-07
2113490,46.7186,293.5416211,47.8784,-31.5203,-0.000554114,,13279449.31,0.815393392,-2.44972E-07
2175200,41.2764,259.34727,42.8704,-32.2505,-0.00054234,,13667184.68,0.720409083,-2.39767E-07
2238720,35.7936,224.8978216,37.8483,-33.0087,-0.000527789,,14066292.61,0.624716171,-2.33334E-07
2304090,30.3025,190.3962228,32.8322,-33.7952,-0.000510471,,14477024.43,0.528878397,-2.25678E-07
2371370,24.8364,156.0517036,27.8422,-34.6097,-0.000490715,,14899757.14,0.433476954,-2.16943E-07
2440620,19.428,122.0697241,22.898,-35.4514,-0.000469075,,15334867.72,0.339082567,-2.07376E-07
2511890,14.1073,88.63878008,18.0179,-36.3189,-0.000446083,,15782670.34,0.246218834,-1.97212E-07
2585230,8.90043,55.923051,13.2186,-37.2106,-0.000422044,,16243479.15,0.155341808,-1.86585E-07
2660730,3.82906,24.05869353,8.51394,-38.1245,-0.000397875,,16717859.64,0.066829704,-1.759E-07
2738420,-1.09057,-6.8522534,3.91548,-39.0583,-0.000373782,,17206000.31,-0.019034037,-1.65248E-07
2818380,-5.84733,-36.73985794,-0.568108,-40.0097,-0.000350245,,17708403.81,-0.102055161,-1.54842E-07
2900680,-10.435,-65.56503868,-4.9308,-40.9764,-0.000327616,,18225509.96,-0.182125107,-1.44838E-07
2985380,-14.8514,-93.31409827,-9.1691,-41.9559,-0.000306066,,18757695.75,-0.259205829,-1.35311E-07
3072560,-19.0981,-119.9969013,-13.2817,-42.9461,-0.000285811,,19305463.85,-0.333324726,-1.26356E-07
3162280,-23.1793,-145.6398372,-17.2692,-43.9449,-0.000266869,,19869191.23,-0.404555103,-1.17982E-07
3254620,-27.1013,-170.28249,-21.1339,-44.9503,-0.000249291,,20449380.56,-0.473006917,-1.10211E-07
3349650,-30.8717,-193.9726118,-24.8791,-45.9607,-0.000232989,,21046471.66,-0.538812811,-1.03004E-07
3447470,-34.499,-216.7636099,-28.5091,-46.9747,-0.000218051,,21661092.85,-0.602121139,-9.63999E-08
3548130,-37.9923,-238.7126611,-32.029,-47.9909,-0.000204251,,22293558.28,-0.663090725,-9.02986E-08
3651740,-41.3604,-259.8750576,-35.444,-49.0084,-0.000191624,,22944559.11,-0.72187516,-8.47166E-08
3758370,-44.6124,-280.3079762,-38.7598,-50.0262,-0.000180017,,23614535.16,-0.778633267,-7.95849E-08
3868120,-47.7568,-300.0648241,-41.9818,-51.0438,-0.000169371,,24304114.75,-0.8335134,-7.48783E-08
3981070,-50.8015,-319.1952384,-45.1155,-52.0605,-0.000159579,,25013800.53,-0.88665344,-7.05496E-08
4097320,-53.754,-337.746343,-48.1661,-53.0762,-0.00015056,,25744220.82,-0.938184286,-6.65622E-08
4216970,-56.6211,-355.7608636,-51.1382,-54.0904,-0.000142253,,26496003.94,-0.988224621,-6.28897E-08
4340100,-59.4088,-373.2764993,-54.0363,-55.1031,-0.000134523,,27269652.55,-1.036879165,-5.94721E-08
4466840,-62.1223,-390.3259226,-56.8642,-56.1144,-0.000127369,,28065983.46,-1.084238674,-5.63095E-08
4597270,-64.7663,-406.9386646,-59.6253,-57.1243,-0.00012067,,28885499.32,-1.130385179,-5.33477E-08
4731510,-67.3444,-423.1373446,-62.3224,-58.1329,-0.000114386,,29728954.11,-1.175381513,-5.05697E-08
4869680,-69.8598,-438.9420689,-64.9576,-59.1404,-0.000108474,,30597101.83,-1.219283525,-4.79562E-08
5011870,-72.3146,-454.3660322,-67.5326,-60.147,-0.000102871,,31490507.95,-1.262127867,-4.54789E-08
5158220,-74.7107,-469.4211725,-70.0483,-61.1529,-9.7535E-05,,32410052.12,-1.303947701,-4.31199E-08
5308840,-77.0488,-484.1118881,-72.5054,-62.1584,-9.24341E-05,,33356425.49,-1.344755245,-4.08649E-08
5463870,-79.3295,-498.4419488,-74.9037,-63.1637,-8.75448E-05,,34330507.7,-1.384560969,-3.87033E-08
5623410,-81.5524,-512.4088414,-77.2428,-64.1688,-8.28282E-05,,35332927.09,-1.423357893,-3.66181E-08
5787620,-83.7171,-526.0100527,-79.5219,-65.174,-7.82833E-05,,36364688.95,-1.461139035,-3.46088E-08
5956620,-85.8227,-539.2399277,-81.7398,-66.1794,-7.38746E-05,,37426547.26,-1.497888688,-3.26597E-08
6130560,-87.8678,-552.0896699,-83.8952,-67.1848,-6.96201E-05,,38519444.52,-1.533582416,-3.07789E-08
6309570,-89.8513,-564.552368,-85.9867,-68.1902,-6.54849E-05,,39644197.52,-1.568201022,-2.89507E-08
6493820,-91.7716,-576.6179687,-88.0128,-69.1956,-6.15031E-05,,40801874.41,-1.60171658,-2.71903E-08
6683440,-93.6277,-588.280189,-89.9722,-70.2006,-5.76485E-05,,41993292.01,-1.634111636,-2.54862E-08
6878600,-95.4183,-599.5308606,-91.8637,-71.205,-5.39354E-05,,43219518.45,-1.665363502,-2.38447E-08
7079460,-97.1425,-610.3643287,-93.6865,-72.2084,-5.03792E-05,,44481559.05,-1.695456469,-2.22725E-08
7286180,-98.8,-620.7787083,-95.44,-73.2105,-4.69851E-05,,45780419.12,-1.724385301,-2.0772E-08
7498940,-100.391,-630.7752562,-97.1242,-74.2109,-4.37281E-05,,47117229.63,-1.752153489,-1.93321E-08
7717920,-101.915,-640.3508306,-98.7396,-75.209,-4.065E-05,,48493121.55,-1.778752307,-1.79712E-08
7943280,-103.373,-649.5117148,-100.287,-76.2044,-3.77614E-05,,49909100.19,-1.804199208,-1.66942E-08
8175230,-104.767,-658.2704751,-101.767,-77.1966,-3.50587E-05,,51366485.02,-1.828529097,-1.54993E-08
8413950,-106.099,-666.6396779,-103.183,-78.1852,-3.25041E-05,,52866407.02,-1.851776883,-1.437E-08
8659640,-107.37,-674.6256064,-104.536,-79.1696,-3.014E-05,,54410122.81,-1.873960018,-1.33248E-08
8912510,-108.583,-682.2471102,-105.829,-80.1496,-2.79816E-05,,55998951.88,-1.895130862,-1.23706E-08
9172760,-109.742,-689.529322,-107.066,-81.1247,-2.59913E-05,,57634150.86,-1.915359228,-1.14907E-08
9440610,-110.85,-696.4910913,-108.249,-82.0946,-2.416E-05,,59317102.04,-1.934697476,-1.0681E-08
9716280,-111.91,-703.1512677,-109.382,-83.059,-2.24779E-05,,61049187.74,-1.953197966,-9.93742E-09
10000000,-112.925,-709.5287008,-110.469,-84.0178,-7.09529E-05,,62831853.07,-1.970913058,-3.13681E-08
